time,x,y,z,u_nom_x,u_nom_y,u_nom_z,u_safe_x,u_safe_y,u_safe_z,active_index,poisson_h,pivot_value,reachable_count,V1,V2,V3,V4,poisson_residual,active_hj_residual,omega_active,omega_contingency,qp_solve_ms,qp_success
1.2,3.0923051658000533,3.057690728625034,7.976923708549982,1.4102543048333787,0.8814089405208615,-0.3525635762083437,1.4102543048333787,0.8814089405208615,-0.3525635762083437,0,1.1052544709368974,8.63751956908743,4,5.705865672042197,8.286388296401665,8.63751956908743,11.932072074880551,1.9144964264639015,51.03116453177136,0.0,0.0,0.39424100395990536,1
1.3199999999999998,3.2615356823800585,3.1634598014875377,7.9346160794049805,1.4102543048333787,0.8814089405208615,-0.3525635762083438,1.4102543048333787,0.8814089405208615,-0.3525635762083438,0,1.095519410032757,8.833334138486954,4,5.930571224027968,8.5058703057923,8.833334138486954,12.011764346210484,1.7867108002207164,50.999600798511985,0.0,0.0,0.40142999932868406,1
1.44,3.4307661989600637,3.2692288743500413,7.892308450259979,1.4102543048333787,0.8814089405208613,-0.3525635762083438,1.4102543048333787,0.8814089405208613,-0.3525635762083438,0,1.0814398401005791,9.034893712634728,4,6.160435380483559,8.723476641082911,9.034893712634728,12.080109847975157,1.6448538178002785,50.973952063596,0.0,0.0,0.39139800355769694,1
1.56,3.599996715540069,3.3749979472125444,7.850000821114978,1.4102543048333787,0.8814089405208614,-0.35256357620834383,1.4102543048333787,0.8814089405208614,-0.35256357620834383,0,1.0278711475887181,9.220966069007705,4,6.376392861022687,8.909908617952768,9.220966069007705,12.24131902586035,1.4338643076733746,50.92883201347474,0.0,0.0,0.39194300188682973,1
1.68,3.769227232120074,3.4807670200750476,7.807693191969977,1.4102543048333784,0.8814089405208613,-0.3525635762083438,1.4102543048333784,0.8814089405208613,-0.3525635762083438,0,0.969726095641267,9.40909172108049,4,6.594193815371728,9.096360782251425,9.40909172108049,12.388731466589686,1.2168620152208294,50.883247464050164,0.0,0.0,0.38313799450406805,1
1.7999999999999998,3.9384577487000794,3.5865360929375507,7.765385562824976,1.4102543048333787,0.8814089405208614,-0.35256357620834383,1.4102543048333787,0.8814089405208614,-0.35256357620834383,0,0.9075064745287256,9.603148035482889,4,6.817320465831834,9.282812946550088,9.603148035482889,12.522347170163172,0.9915682444565193,50.844458449021396,0.0,0.0,0.4379719975986518,1
1.92,4.107688265280085,3.692305165800054,7.723077933679975,1.4102543048333784,0.8814089405208614,-0.3525635762083439,1.4102543048333784,0.8814089405208614,-0.3525635762083439,0,0.8267788881129564,9.78968802617698,4,7.034321412072998,9.469265110848752,9.78968802617698,12.615999592355143,0.7327156013431065,50.79726689514779,0.0,0.0,0.41631999920355156,1
2.04,4.27691878186009,3.798074238662557,7.680770304534974,1.4102543048333784,0.8814089405208613,-0.35256357620834383,1.4102543048333784,0.8814089405208613,-0.35256357620834383,0,0.7330398726134968,9.97165624970058,4,7.253015358980914,9.655717275147417,9.97165624970058,12.65773880701368,0.4483299237498437,50.75267236131151,0.0,0.0,0.4003549984190613,1
2.16,4.446149298440095,3.90384331152506,7.638462675389973,1.4102543048333787,0.8814089405208615,-0.352563576208344,1.4102543048333787,0.8814089405208615,-0.352563576208344,0,0.6360496513992219,10.153660050091553,4,7.476661880961679,9.828844909683163,10.153660050091553,12.67997881859354,0.15823233140058535,50.71256418037194,0.0,0.0,0.3947200020775199,1
2.28,4.6153798150201,4.009612384387563,7.596155046244972,1.4102543048333784,0.8814089405208614,-0.35256357620834394,1.2582177233596208,0.8972602057733846,-0.2881107076629249,0,0.5297260070942243,10.334730405782853,4,7.68504495605243,9.981560503717184,10.334730405782853,12.742650523270564,-8.03768496204782e-10,50.41412664065555,0.0,0.0,1.4199789948179387,1
2.4,4.7663659418232545,4.11728360908037,7.561581761325421,1.4114245419003615,0.8791278333373388,-0.35357462461685607,1.021878789926099,0.9388464513480647,-0.15631327566069267,0,0.4099188171949956,10.503721287857601,4,7.862759181078559,10.119050834746727,10.503721287857601,12.801044822230633,-2.307826152403436e-10,49.760549597967746,0.0,0.0,0.6071230018278584,1
2.52,4.8889913966143865,4.229945183242138,7.542824168246137,1.414536676073405,0.8726678614323471,-0.3571229419489816,0.8750264730155348,0.9979014554394542,-0.043574146617879235,0,0.31186144049055,10.662071344593961,4,8.034511809961852,10.234354201226271,10.662071344593961,12.84485046661264,-2.7755575615628914e-16,49.290367877137015,0.0,0.0,0.806869997177273,1
2.6399999999999997,4.99399457337625,4.349693357894872,7.537595270651992,1.4191658403386223,0.8625351003302227,-0.3633201319969811,0.8003799029108134,1.0734832875384994,0.04269018590180246,0,0.23078890493403403,10.815594915613747,4,8.21063253023788,10.337316260569992,10.815594915613747,12.874887938081304,-3.009131832598655e-11,48.94926225463692,0.0,0.0,0.6178930052556098,1
