step,time_s,x_m,y_m,distance_to_goal_m,h,clearance_to_inflated_occupancy_m,u_nom_x,u_nom_y,u_nom_norm,collision
226,4.5200000000000005,2.6099999999999883,1.5,1.0400000000000116,0.35739020010605926,0.4842516229856646,0.49999999999999994,0.0,0.49999999999999994,False
227,4.54,2.619999999999988,1.5,1.0300000000000118,0.3574511588615539,0.4837275275894497,0.5,0.0,0.5,False
228,4.5600000000000005,2.629999999999988,1.5,1.020000000000012,0.3575121176170485,0.4832034321932348,0.5,0.0,0.5,False
229,4.58,2.6399999999999877,1.5,1.0100000000000122,0.35760700183327787,0.48342235811823464,0.5,0.0,0.5,False
230,4.6000000000000005,2.6499999999999875,1.5,1.0000000000000124,0.35771581972088057,0.4839464535144496,0.5,0.0,0.5,False
231,4.62,2.6599999999999873,1.5,0.9900000000000126,0.35782463760848326,0.4844705489106645,0.5,0.0,0.5,False
232,4.64,2.669999999999987,1.5,0.9800000000000129,0.3579334554960859,0.4849946443068794,0.5,0.0,0.5,False
233,4.66,2.679999999999987,1.5,0.9700000000000131,0.3580422733836886,0.48551873970309434,0.5,0.0,0.5,False
234,4.68,2.6899999999999866,1.5,0.9600000000000133,0.35817720882477094,0.48670848652276744,0.5,0.0,0.5,False
235,4.7,2.6999999999999864,1.5,0.9500000000000135,0.35832648331482264,0.4882636890259099,0.5,0.0,0.5,False
236,4.72,2.709999999999986,1.5,0.9400000000000137,0.3584757578048744,0.48981889152905234,0.5,0.0,0.5,False
237,4.74,2.719999999999986,1.5,0.9300000000000139,0.35862503229492604,0.49137409403219473,0.5,0.0,0.5,False
238,4.76,2.7299999999999858,1.5,0.9200000000000141,0.35877430678497774,0.49292929653533724,0.5,0.0,0.5,False
239,4.78,2.7399999999999856,1.5,0.9100000000000144,0.3589346090174818,0.4950566170581665,0.5,0.0,0.5,False
240,4.8,2.7499999999999853,1.5,0.9000000000000146,0.35910282245652797,0.49759437007338236,0.5,0.0,0.5,False
241,4.82,2.759999999999985,1.5,0.8900000000000148,0.3592710358955741,0.5001321230885982,0.5,0.0,0.5,False
242,4.84,2.769999999999985,1.5,0.880000000000015,0.35943924933462024,0.5026698761038142,0.5,0.0,0.5,False
243,4.86,2.7799999999999847,1.5,0.8700000000000152,0.35960746277366634,0.5052076291190299,0.5,0.0,0.5,False
244,4.88,2.7899999999999845,1.5,0.8600000000000154,0.35976866893393006,0.5082174860389164,0.5,0.0,0.5,False
245,4.9,2.7999999999999843,1.5,0.8500000000000156,0.3599233805431272,0.5116649026753295,0.5,0.0,0.5,False
246,4.92,2.809999999999984,1.5,0.8400000000000158,0.36007809215232434,0.5151123193117425,0.5,0.0,0.5,False
247,4.94,2.819999999999984,1.5,0.8300000000000161,0.36023280376152145,0.5185597359481555,0.5,0.0,0.5,False
248,4.96,2.8299999999999836,1.5,0.8200000000000163,0.36038751537071856,0.5220071525845684,0.5,0.0,0.5,False
249,4.98,2.8399999999999834,1.5,0.8100000000000165,0.3605181467421472,0.5258290450684511,0.5,0.0,0.5,False
250,5.0,2.849999999999983,1.5,0.8000000000000167,0.3606200156073523,0.5300982281479248,0.5,0.0,0.5,False
251,5.0200000000000005,2.859999999999983,1.5,0.7900000000000169,0.3607218844725573,0.534367411227399,0.5,0.0,0.5,False
252,5.04,2.869999999999983,1.5,0.7800000000000171,0.3608237533377624,0.5386365943068729,0.5,0.0,0.5,False
253,5.0600000000000005,2.8799999999999826,1.5,0.7700000000000173,0.36092562220296737,0.5429057773863468,0.5,0.0,0.5,False
254,5.08,2.8899999999999824,1.5,0.7600000000000176,0.36099012077097625,0.5473846355086971,0.5,0.0,0.5,False
255,5.1000000000000005,2.899999999999982,1.5,0.7500000000000178,0.3609967556530035,0.5521881517619552,0.49999999999999994,0.0,0.49999999999999994,False
256,5.12,2.909999999999982,1.5,0.740000000000018,0.3610033905350307,0.556991668015213,0.49999999999999994,0.0,0.49999999999999994,False
257,5.14,2.9199999999999817,1.5,0.7300000000000182,0.36101002541705796,0.5617951842684711,0.49999999999999994,0.0,0.49999999999999994,False
258,5.16,2.9299999999999815,1.5,0.7200000000000184,0.3610166602990852,0.566598700521729,0.5,0.0,0.5,False
259,5.18,2.9399999999999813,1.5,0.7100000000000186,0.360978014713374,0.5711966915418691,0.5,0.0,0.5,False
260,5.2,2.949999999999981,1.5,0.7000000000000188,0.3608470666357336,0.5753757272791118,0.5,0.0,0.5,False
261,5.22,2.959999999999981,1.5,0.690000000000019,0.36071611855809327,0.5795547630163544,0.5,0.0,0.5,False
262,5.24,2.9699999999999807,1.5,0.6800000000000193,0.36058517048045297,0.5837337987535971,0.5,0.0,0.5,False
263,5.26,2.9799999999999804,1.5,0.6700000000000195,0.36045422240281255,0.5879128344908398,0.5,0.0,0.5,False
264,5.28,2.9899999999999802,1.5,0.6600000000000197,0.36027602285841237,0.5922109656999792,0.5,0.0,0.5,False
265,5.3,2.99999999999998,1.5,0.6500000000000199,0.3599673192629596,0.5968380272600751,0.5,0.0,0.5,False
266,5.32,3.00999999999998,1.5,0.6400000000000201,0.35965861566750684,0.6014650888201709,0.5,0.0,0.5,False
267,5.34,3.0199999999999796,1.5,0.6300000000000203,0.35934991207205413,0.6060921503802668,0.5,0.0,0.5,False
268,5.36,3.0299999999999794,1.5,0.6200000000000205,0.35904120847660137,0.6107192119403627,0.5,0.0,0.5,False
269,5.38,3.039999999999979,1.5,0.6100000000000207,0.3586890584187077,0.615472320370077,0.5,0.0,0.5,False
270,5.4,3.049999999999979,1.5,0.600000000000021,0.35816583791495027,0.6207217383489213,0.5,0.0,0.5,False
271,5.42,3.0599999999999787,1.5,0.5900000000000212,0.3576426174111929,0.6259711563277655,0.5,0.0,0.5,False
272,5.44,3.0699999999999785,1.5,0.5800000000000214,0.35711939690743555,0.6312205743066095,0.5,0.0,0.5,False
273,5.46,3.0799999999999783,1.5,0.5700000000000216,0.3565961764036782,0.6364699922854538,0.5,0.0,0.5,False
274,5.48,3.089999999999978,1.5,0.5600000000000218,0.3560385154899086,0.6417957337688187,0.5,0.0,0.5,False
275,5.5,3.099999999999978,1.5,0.550000000000022,0.3552679502233323,0.6475932932801381,0.49999999999999994,0.0,0.49999999999999994,False
276,5.5200000000000005,3.1099999999999777,1.5,0.5400000000000222,0.354497384956756,0.653390852791458,0.5,0.0,0.5,False
277,5.54,3.1199999999999775,1.5,0.5300000000000225,0.35372681969017966,0.6591884123027777,0.5,0.0,0.5,False
278,5.5600000000000005,3.1299999999999772,1.5,0.5200000000000227,0.35295625442360334,0.6649859718140974,0.5,0.0,0.5,False
279,5.58,3.139999999999977,1.5,0.5100000000000229,0.35216471098966057,0.6708199322987357,0.5,0.0,0.5,False
280,5.6000000000000005,3.149999999999977,1.5,0.5000000000000231,0.3511179331860838,0.6770967712921006,0.5,0.0,0.5,False
281,5.62,3.1599999999999766,1.5,0.4900000000000233,0.350071155382507,0.6833736102854655,0.5,0.0,0.5,False
282,5.64,3.1699999999999764,1.5,0.4800000000000235,0.34902437757893023,0.68965044927883,0.5,0.0,0.5,False
283,5.66,3.179999999999976,1.5,0.47000000000002373,0.34797759977535336,0.695927288272195,0.5,0.0,0.5,False
284,5.68,3.189999999999976,1.5,0.46000000000002395,0.34692700680669963,0.7022094074875702,0.5,0.0,0.5,False
285,5.7,3.1999999999999758,1.5,0.45000000000002416,0.3455788309619909,0.7089033840198423,0.5,0.0,0.5,False
286,5.72,3.2099999999999755,1.5,0.44000000000002437,0.3442306551172822,0.7155973605521148,0.5,0.0,0.5,False
287,5.74,3.2199999999999753,1.5,0.4300000000000246,0.3428824792725734,0.7222913370843871,0.5,0.0,0.5,False
288,5.76,3.229999999999975,1.5,0.4200000000000248,0.3415343034278647,0.7289853136166591,0.5,0.0,0.5,False
289,5.78,3.239999999999975,1.5,0.410000000000025,0.340186127583156,0.7356792901489315,0.5,0.0,0.5,False
290,5.8,3.2499999999999747,1.5,0.4000000000000252,0.33853098582735613,0.7427170894842838,0.5,0.0,0.5,False
291,5.82,3.2599999999999745,1.5,0.39000000000002544,0.3368594725562973,0.7497732260358013,0.4875000000000318,0.0,0.4875000000000318,False
292,5.84,3.2697499999999753,1.5,0.3802500000000246,0.33522974711701464,0.7566529591735319,0.4753125000000308,0.0,0.4753125000000308,False
293,5.86,3.279256249999976,1.5,0.3707437500000239,0.3336407648137142,0.7633606989828186,0.4634296875000299,0.0,0.4634296875000299,False
294,5.88,3.288524843749977,1.5,0.36147515625002313,0.3320915070679962,0.7699007452968736,0.4518439453125289,0.0,0.4518439453125289,False
295,5.9,3.2975617226562273,1.5,0.35243827734377264,0.3303609946654048,0.7764790770029627,0.4405478466797158,0.0,0.4405478466797158,False
296,5.92,3.3063726795898214,1.5,0.3436273204101785,0.3285864341764282,0.7829730380424845,0.42953415051272315,0.0,0.42953415051272315,False
297,5.94,3.314963362600076,1.5,0.33503663739992406,0.326856237699676,0.7893046500560184,0.4187957967499051,0.0,0.4187957967499051,False
298,5.96,3.323339278535074,1.5,0.326660721464926,0.32516929613484263,0.7954779717692138,0.40832590183115747,0.0,0.40832590183115747,False
299,5.98,3.331505796571697,1.5,0.3184942034283029,0.32352452810913007,0.8014969604395794,0.39811775428537866,0.0,0.39811775428537866,False
300,6.0,3.3394681516574045,1.5,0.3105318483425954,0.3219208792840604,0.8073654743931857,0.38816481042824424,0.0,0.38816481042824424,False
301,6.0200000000000005,3.3472314478659695,1.5,0.3027685521340304,0.32016108674897026,0.8132361586602725,0.378460690167538,0.0,0.378460690167538,False
302,6.04,3.3548006616693202,1.5,0.2951993383306797,0.318364541949791,0.8190213385133212,0.3689991729133496,0.0,0.3689991729133496,False
303,6.0600000000000005,3.3621806451275873,1.5,0.2878193548724126,0.3166129107705912,0.8246618888700437,0.35977419359051577,0.0,0.35977419359051577,False
304,6.08,3.3693761289993978,1.5,0.28062387100060215,0.31490507037087145,0.830161425467848,0.3507798387507527,0.0,0.3507798387507527,False
305,6.1000000000000005,3.376391725774413,1.5,0.273608274225587,0.3132399259811447,0.8355234736507073,0.3420103427819837,0.0,0.3420103427819837,False
306,6.12,3.3832319326300526,1.5,0.2667680673699473,0.311616410201161,0.8407514706289956,0.3334600842124341,0.0,0.3334600842124341,False
307,6.140000000000001,3.3899011343143015,1.5,0.2600988656856984,0.3100334823156769,0.8458487676828262,0.325123582107123,0.0,0.325123582107123,False
308,6.16,3.396403605956444,1.5,0.25359639404355594,0.3083403558006814,0.850913426171265,0.3169954925544449,0.0,0.3169954925544449,False
309,6.18,3.4027435158075328,1.5,0.24725648419246715,0.3065981134908873,0.8559093450759595,0.30907060524058394,0.0,0.30907060524058394,False
310,6.2,3.4089249279123446,1.5,0.24107507208765533,0.304899427238838,0.8607803660080369,0.30134384010956916,0.0,0.30134384010956916,False
311,6.22,3.414951804714536,1.5,0.23504819528546372,0.3032432081430897,0.8655296114168128,0.29381024410682965,0.0,0.29381024410682965,False
312,6.24,3.420828009596673,1.5,0.22917199040332692,0.30162839452473544,0.8701601256903686,0.28646498800415865,0.0,0.28646498800415865,False
313,6.26,3.426557309356756,1.5,0.22344269064324385,0.30005395124683976,0.8746748771070862,0.2793033633040548,0.0,0.2793033633040548,False
314,6.28,3.4321433766228373,1.5,0.2178566233771626,0.29851886905089164,0.8790767597383855,0.27232077922145326,0.0,0.27232077922145326,False
315,6.3,3.4375897922072665,1.5,0.21241020779273345,0.29702216390984226,0.8833685953039021,0.2655127597409168,0.0,0.2655127597409168,False
316,6.32,3.4429000474020848,1.5,0.20709995259791514,0.29556287639731904,0.887553134980281,0.2588749407473939,0.0,0.2588749407473939,False
317,6.34,3.4480775462170326,1.5,0.20192245378296736,0.29394440207336653,0.8917371476935048,0.2524030672287092,0.0,0.2524030672287092,False
318,6.36,3.453125607561607,1.5,0.1968743924383931,0.292361168252755,0.8958193375993584,0.24609299054799139,0.0,0.24609299054799139,False
319,6.38,3.4580474673725665,1.5,0.1919525326274334,0.2908175152776589,0.8997994727575656,0.23994066578429174,0.0,0.23994066578429174,False
320,6.4,3.4628462806882525,1.5,0.1871537193117474,0.28931245362694025,0.9036801045368171,0.23394214913968425,0.0,0.23394214913968425,False
321,6.42,3.467525123671046,1.5,0.18247487632895387,0.28784501851748934,0.9074637205215881,0.22809359541119234,0.0,0.22809359541119234,False
322,6.44,3.4720869955792697,1.5,0.17791300442073021,0.2864142692857749,0.9111527461067395,0.22239125552591277,0.0,0.22239125552591277,False
323,6.46,3.476534820689788,1.5,0.17346517931021177,0.2850192887848532,0.9147495460522621,0.2168314741377647,0.0,0.2168314741377647,False
324,6.48,3.4808714501725433,1.5,0.16912854982745662,0.28365918279645463,0.9182564259991466,0.21141068728432078,0.0,0.21141068728432078,False
325,6.5,3.4850996639182297,1.5,0.16490033608177024,0.28233307945776603,0.9216756339473589,0.2061254201022128,0.0,0.2061254201022128,False
326,6.5200000000000005,3.489222172320274,1.5,0.16077782767972604,0.2810401287025446,0.925009361696866,0.20097228459965755,0.0,0.20097228459965755,False
327,6.54,3.493241618012267,1.5,0.15675838198773295,0.27977950171620386,0.928259746252635,0.1959479774846662,0.0,0.1959479774846662,False
328,6.5600000000000005,3.49716057756196,1.5,0.15283942243803983,0.2784104948251807,0.9314918326916851,0.1910492780475498,0.0,0.1910492780475498,False
329,6.58,3.500981563122911,1.5,0.14901843687708904,0.27705893472155774,0.9346506682607778,0.1862730460963613,0.0,0.1862730460963613,False
330,6.6000000000000005,3.504707024044838,1.5,0.145292975955162,0.2757411636205251,0.937730532940644,0.1816162199439525,0.0,0.1816162199439525,False
331,6.62,3.508339348443717,1.5,0.14166065155628305,0.27445633679701836,0.9407334010035131,0.1770758144453538,0.0,0.1770758144453538,False
332,6.640000000000001,3.511880864732624,1.5,0.13811913526737607,0.27320363064409914,0.9436611973648108,0.1726489190842201,0.0,0.1726489190842201,False
333,6.66,3.515333843114308,1.5,0.13466615688569172,0.271982242145003,0.9465157988170758,0.16833269610711465,0.0,0.16833269610711465,False
334,6.68,3.5187004970364506,1.5,0.1312995029635493,0.2707913883583841,0.9492990352330346,0.16412437870443664,0.0,0.16412437870443664,False
335,6.7,3.5219829846105393,1.5,0.12801701538946064,0.2696303059164309,0.952012690738594,0.1600212692368258,0.0,0.1600212692368258,False
336,6.72,3.5251834099952757,1.5,0.12481659000472423,0.26849825053552645,0.9546585048565146,0.15602073750590528,0.0,0.15602073750590528,False
337,6.74,3.528303824745394,1.5,0.12169617525460596,0.2673944965391445,0.9572381736214874,0.15212021906825746,0.0,0.15212021906825746,False
338,6.76,3.531346229126759,1.5,0.11865377087324092,0.2663183363926722,0.9597533506673355,0.14831721359155114,0.0,0.14831721359155114,False
339,6.78,3.53431257339859,1.5,0.11568742660141007,0.26526908024986184,0.9622056482870374,0.1446092832517626,0.0,0.1446092832517626,False
340,6.8,3.5372047590636253,1.5,0.11279524093637461,0.2642460555106214,0.9645966384662472,0.14099405117046826,0.0,0.14099405117046826,False
341,6.82,3.5400246400870348,1.5,0.10997535991296514,0.26324860638986214,0.9669278538909767,0.13746919989120643,0.0,0.13746919989120643,False
342,6.84,3.542774024084859,1.5,0.10722597591514083,0.2622760934971218,0.9692007889300879,0.13403246989392603,0.0,0.13403246989392603,False
343,6.86,3.5454546734827375,1.5,0.10454532651726245,0.2612803976472343,0.9714350938175061,0.13068165814657806,0.0,0.13068165814657806,False
344,6.88,3.548068306645669,1.5,0.10193169335433083,0.2602480399219885,0.9736371194023625,0.12741461669291354,0.0,0.12741461669291354,False
345,6.9,3.5506165989795275,1.5,0.09938340102047238,0.2592414911398737,0.975784094347598,0.12422925127559048,0.0,0.12422925127559048,False
346,6.92,3.5531011840050395,1.5,0.09689881599496042,0.2582601060773118,0.9778773949192026,0.12112351999370052,0.0,0.12112351999370052,False
347,6.94,3.5555236544049134,1.5,0.09447634559508655,0.25730325564131407,0.9799183629765169,0.11809543199385819,0.0,0.11809543199385819,False
348,6.96,3.5578855630447905,1.5,0.09211443695520938,0.25637032646621616,0.9819083068323984,0.11514304619401172,0.0,0.11514304619401172,False
349,6.98,3.560188423968671,1.5,0.08981157603132894,0.25546072052049545,0.9838485020918835,0.11226447003916118,0.0,0.11226447003916118,False
350,7.0,3.562433713369454,1.5,0.08756628663054578,0.25457385472341815,0.9857401924698803,0.10945785828818222,0.0,0.10945785828818222,False
351,7.0200000000000005,3.5646228705352176,1.5,0.08537712946478226,0.2537091605712676,0.9875845905884278,0.10672141183097783,0.0,0.10672141183097783,False
352,7.04,3.566757298771837,1.5,0.08324270122816291,0.2528660837729209,0.9893828787540115,0.10405337653520363,0.0,0.10405337653520363,False
353,7.0600000000000005,3.568838366302541,1.5,0.08116163369745877,0.25204408389453287,0.9911362097154557,0.10145204212182346,0.0,0.10145204212182346,False
354,7.08,3.5708674071449775,1.5,0.07913259285502239,0.25124263401310454,0.9928457074028638,0.09891574106877798,0.0,0.09891574106877798,False
355,7.1000000000000005,3.572845721966353,1.5,0.07715427803364694,0.2504612203787119,0.9945124676480865,0.09644284754205867,0.0,0.09644284754205867,False
356,7.12,3.5747745789171943,1.5,0.07522542108280561,0.24969934208517897,0.996137558887179,0.09403177635350701,0.0,0.09403177635350701,False
357,7.140000000000001,3.5766552144442643,1.5,0.07334478555573565,0.24895651074898456,0.9977220228452937,0.09168098194466956,0.0,0.09168098194466956,False
358,7.16,3.5784888340831578,1.5,0.07151116591684215,0.24823225019619477,0.999266875204456,0.08938895739605268,0.0,0.08938895739605268,False
359,7.18,3.580276613231079,1.5,0.06972338676892109,0.2475260961572248,1.0007731062546392,0.08715423346115136,0.0,0.08715423346115136,False
360,7.2,3.582019697900302,1.5,0.06798030209969808,0.24683759596922916,1.0022416815285675,0.0849753776246226,0.0,0.0849753776246226,False
361,7.22,3.583719205452794,1.5,0.0662807945472057,0.24616630828593355,1.0036735424206473,0.08285099318400713,0.0,0.08285099318400713,False
362,7.24,3.5853762253164745,1.5,0.06462377468352543,0.24551180279471993,1.0050696067904261,0.08077971835440678,0.0,0.08077971835440678,False
363,7.26,3.5869918196835626,1.5,0.06300818031643729,0.24487365994078714,1.0064307695509593,0.07876022539554661,0.0,0.07876022539554661,False
364,7.28,3.5885670241914736,1.5,0.06143297580852636,0.2442514706582023,1.0077579032424802,0.07679121976065795,0.0,0.07679121976065795,False
365,7.3,3.5901028485866866,1.5,0.05989715141331331,0.24364483610768223,1.0090518585917123,0.0,0.0,0.0,False
